               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                1093,            0.019764,            0.099864,          0.00075854,             0.76933,             0.61476,             0.64443,             0.41044,            0.049025,             0.25603,           0.0085704,            0.005424,            0.005424,            0.005424
                1094,            0.019578,             0.10121,           0.0012833,             0.81222,             0.58484,             0.65596,             0.41927,            0.048144,             0.25271,           0.0082843,           0.0054177,           0.0054177,           0.0054177
                1095,            0.022264,            0.099285,           0.0010887,             0.78489,             0.62844,              0.6627,               0.419,            0.048088,             0.25168,           0.0080575,           0.0054115,           0.0054115,           0.0054115
                1096,            0.021473,             0.11134,           0.0013238,             0.80668,             0.62877,             0.65502,              0.4191,            0.048095,              0.2514,           0.0080942,           0.0054053,           0.0054053,           0.0054053
                1097,            0.020713,             0.11014,           0.0012825,              0.8496,              0.5819,             0.64885,             0.40896,            0.048749,              0.2526,           0.0081984,           0.0053991,           0.0053991,           0.0053991
                1098,            0.019936,              0.1106,           0.0014164,             0.80924,             0.60522,             0.64879,             0.41219,            0.049669,             0.24946,            0.008088,           0.0053929,           0.0053929,           0.0053929
                1099,            0.019848,             0.10319,           0.0013191,             0.81129,             0.59405,             0.64235,             0.40749,            0.050932,               0.248,            0.008215,           0.0053867,           0.0053867,           0.0053867
                1100,            0.021201,             0.10877,           0.0012359,              0.8063,             0.61613,             0.65854,             0.40926,            0.049409,             0.24628,           0.0088876,           0.0053805,           0.0053805,           0.0053805
                1101,            0.020059,             0.10179,           0.0012003,             0.81909,             0.61096,             0.66231,             0.41286,             0.04926,             0.24941,           0.0087061,           0.0053743,           0.0053743,           0.0053743
                1102,            0.019291,             0.10492,          0.00086798,              0.8121,             0.62663,             0.65817,             0.41678,            0.048822,             0.25088,           0.0084845,           0.0053681,           0.0053681,           0.0053681
                1103,            0.019335,             0.10347,           0.0010957,             0.77673,             0.62116,             0.65008,             0.41517,            0.049507,             0.25507,           0.0084017,           0.0053619,           0.0053619,           0.0053619
                1104,             0.01967,              0.1107,          0.00091632,             0.78158,             0.62099,             0.64238,             0.41431,            0.049456,             0.25946,           0.0084584,           0.0053557,           0.0053557,           0.0053557
                1105,            0.019468,              0.1002,           0.0010313,             0.79782,             0.63318,              0.6584,             0.41505,            0.049349,             0.25691,           0.0084373,           0.0053495,           0.0053495,           0.0053495
                1106,            0.019583,             0.10638,           0.0010794,             0.79913,             0.63336,             0.66179,             0.41715,            0.048514,              0.2553,           0.0082809,           0.0053433,           0.0053433,           0.0053433
                1107,            0.019881,             0.10887,          0.00099057,             0.79604,             0.64436,             0.66554,             0.42161,            0.048689,             0.25444,            0.008149,           0.0053371,           0.0053371,           0.0053371
                1108,            0.021127,             0.11792,           0.0011627,             0.77563,             0.64552,             0.67462,             0.42051,            0.048215,             0.25295,           0.0080885,           0.0053309,           0.0053309,           0.0053309
                1109,            0.020268,             0.11333,           0.0011634,              0.7838,             0.64658,             0.67845,             0.42087,            0.048207,             0.24787,           0.0083498,           0.0053247,           0.0053247,           0.0053247
                1110,            0.020701,            0.099245,           0.0010489,             0.80892,             0.62972,             0.66877,             0.41879,            0.049053,             0.24907,           0.0084518,           0.0053185,           0.0053185,           0.0053185
                1111,            0.019317,            0.097288,           0.0010939,             0.78232,             0.63616,             0.66052,             0.41551,            0.049958,             0.24959,           0.0083697,           0.0053123,           0.0053123,           0.0053123
                1112,            0.019265,            0.092285,           0.0009668,             0.80266,              0.6413,             0.66784,             0.41795,            0.050056,             0.24919,           0.0083116,           0.0053061,           0.0053061,           0.0053061
                1113,            0.020549,             0.10359,          0.00096496,             0.78579,             0.63631,             0.65925,             0.42195,            0.050542,             0.24896,           0.0086233,           0.0052999,           0.0052999,           0.0052999
                1114,            0.019397,            0.098297,          0.00089576,             0.79675,             0.62433,             0.65354,              0.4228,             0.05096,             0.25062,           0.0089253,           0.0052937,           0.0052937,           0.0052937
                1115,            0.020739,             0.11665,           0.0014187,             0.81094,             0.62986,             0.66478,             0.42538,            0.050367,             0.24799,           0.0088155,           0.0052875,           0.0052875,           0.0052875
                1116,            0.020121,             0.10187,           0.0011177,             0.79098,             0.64755,             0.67259,              0.4303,            0.049273,             0.25077,           0.0083466,           0.0052814,           0.0052814,           0.0052814
                1117,             0.01988,             0.10964,          0.00087041,             0.82806,               0.624,             0.67407,             0.42774,            0.049376,             0.25103,           0.0080667,           0.0052752,           0.0052752,           0.0052752
                1118,            0.019095,            0.095987,          0.00097583,             0.80564,             0.62973,             0.66503,             0.42552,            0.049748,             0.25437,           0.0081191,            0.005269,            0.005269,            0.005269
                1119,            0.019967,             0.11048,          0.00089213,             0.79558,             0.61384,             0.64866,             0.42028,            0.050478,             0.25653,           0.0085338,           0.0052628,           0.0052628,           0.0052628
                1120,            0.020163,             0.10515,           0.0013934,             0.84916,             0.57259,             0.63624,             0.40706,            0.051563,             0.25876,            0.008835,           0.0052566,           0.0052566,           0.0052566
                1121,            0.019325,             0.10489,          0.00085972,             0.91644,             0.55569,             0.62873,             0.40315,            0.052003,             0.25637,           0.0089165,           0.0052505,           0.0052505,           0.0052505
                1122,            0.021641,             0.10966,          0.00088092,             0.79785,             0.61657,             0.65258,             0.41167,            0.050134,             0.26538,           0.0085241,           0.0052443,           0.0052443,           0.0052443
                1123,            0.020873,             0.10561,           0.0010883,             0.78666,             0.62155,             0.65604,             0.40944,              0.0498,             0.26321,           0.0082525,           0.0052381,           0.0052381,           0.0052381
                1124,            0.018865,             0.09237,          0.00082903,             0.79621,             0.61849,             0.65241,             0.41388,            0.049798,             0.26097,           0.0084293,            0.005232,            0.005232,            0.005232
                1125,            0.021774,             0.10624,           0.0011917,             0.80781,             0.60997,             0.64944,             0.40701,            0.050125,             0.25887,           0.0086577,           0.0052258,           0.0052258,           0.0052258
                1126,            0.019623,             0.10477,          0.00090033,             0.78944,             0.62411,             0.65256,             0.40509,            0.050405,             0.25781,           0.0088347,           0.0052196,           0.0052196,           0.0052196
                1127,            0.018796,            0.095166,          0.00090273,             0.85998,             0.59555,             0.65109,             0.40215,            0.050709,             0.25525,           0.0088734,           0.0052135,           0.0052135,           0.0052135
                1128,            0.019003,             0.10345,          0.00099824,             0.80793,             0.61233,             0.65116,             0.40932,            0.051286,             0.24768,           0.0086665,           0.0052073,           0.0052073,           0.0052073
                1129,            0.019069,             0.10093,           0.0010469,             0.81817,             0.60715,             0.65325,             0.40775,            0.051937,              0.2457,           0.0084718,           0.0052012,           0.0052012,           0.0052012
                1130,            0.018712,            0.094841,           0.0010497,             0.78796,             0.62507,             0.64875,             0.40469,            0.052567,             0.24619,           0.0086102,            0.005195,            0.005195,            0.005195
                1131,            0.018344,            0.096831,           0.0011773,              0.8355,             0.61823,             0.64904,             0.40809,             0.05206,              0.2474,           0.0087927,           0.0051889,           0.0051889,           0.0051889
                1132,            0.018683,             0.09931,           0.0011266,             0.79142,             0.61753,             0.66755,             0.41688,            0.049951,             0.24547,           0.0089956,           0.0051827,           0.0051827,           0.0051827
                1133,             0.01932,            0.094381,           0.0010156,             0.84884,              0.5941,             0.67246,             0.42352,            0.048826,             0.24522,           0.0092357,           0.0051765,           0.0051765,           0.0051765
                1134,            0.021537,            0.097128,            0.001081,             0.81838,             0.61096,             0.67343,             0.42041,            0.049597,              0.2503,           0.0090711,           0.0051704,           0.0051704,           0.0051704
                1135,            0.022939,             0.10926,           0.0013673,             0.79874,             0.60991,             0.65806,             0.41782,            0.049956,             0.25819,           0.0092594,           0.0051643,           0.0051643,           0.0051643
                1136,            0.022418,             0.10036,           0.0011749,             0.80035,             0.61446,             0.65944,             0.40813,            0.049383,             0.26197,           0.0093852,           0.0051581,           0.0051581,           0.0051581
                1137,            0.021101,             0.11749,          0.00098897,             0.84546,             0.59209,             0.65787,              0.4191,            0.048432,             0.26368,           0.0092765,            0.005152,            0.005152,            0.005152
                1138,             0.02038,            0.096297,          0.00095818,             0.80703,             0.62575,             0.69257,             0.42542,             0.04646,             0.25421,           0.0083169,           0.0051458,           0.0051458,           0.0051458
                1139,            0.018968,            0.096799,          0.00072482,             0.80677,             0.63683,             0.70057,             0.44551,            0.045202,             0.24637,           0.0077429,           0.0051397,           0.0051397,           0.0051397
                1140,            0.020197,             0.10484,           0.0010534,             0.80234,             0.63204,              0.6927,             0.43557,            0.045728,             0.25007,           0.0080745,           0.0051336,           0.0051336,           0.0051336
                1141,            0.021316,             0.10244,          0.00089349,              0.8041,             0.63765,             0.69559,             0.43059,             0.04591,             0.25318,           0.0079412,           0.0051274,           0.0051274,           0.0051274
                1142,            0.021476,             0.10683,          0.00091559,             0.80863,              0.6553,             0.70339,             0.43569,            0.045669,             0.24884,           0.0073388,           0.0051213,           0.0051213,           0.0051213
                1143,            0.021236,             0.10361,            0.001081,             0.79343,             0.67179,              0.7057,             0.44273,            0.045092,             0.24497,           0.0069939,           0.0051152,           0.0051152,           0.0051152
                1144,             0.02075,             0.10594,          0.00096154,             0.78516,             0.68879,              0.7098,             0.43763,            0.044871,             0.23945,           0.0067165,            0.005109,            0.005109,            0.005109
                1145,            0.023041,             0.10598,           0.0010214,             0.76169,             0.68798,             0.71565,             0.44446,            0.045132,             0.23883,           0.0065985,           0.0051029,           0.0051029,           0.0051029
                1146,            0.020668,             0.10627,           0.0010148,             0.81155,             0.65566,             0.71707,               0.441,            0.046113,             0.23639,           0.0068605,           0.0050968,           0.0050968,           0.0050968
                1147,            0.022059,             0.10998,           0.0013445,             0.74038,              0.7089,             0.71774,             0.44454,            0.046557,             0.23831,           0.0070844,           0.0050907,           0.0050907,           0.0050907
                1148,            0.021077,             0.11054,          0.00097962,             0.70593,             0.72059,             0.71479,             0.43337,            0.047164,             0.24049,           0.0071918,           0.0050846,           0.0050846,           0.0050846
                1149,            0.020911,             0.10798,           0.0010678,             0.79488,             0.67564,             0.71132,             0.43092,            0.047523,             0.24648,           0.0074648,           0.0050784,           0.0050784,           0.0050784
                1150,            0.020888,             0.10717,           0.0010252,             0.76761,             0.70003,             0.70766,             0.42963,            0.047408,             0.25099,           0.0073447,           0.0050723,           0.0050723,           0.0050723
                1151,             0.01966,             0.09951,           0.0011346,             0.76032,             0.66281,             0.69797,             0.41871,            0.048332,             0.25752,           0.0070544,           0.0050662,           0.0050662,           0.0050662
                1152,            0.019075,             0.10333,           0.0009414,             0.78479,             0.65091,             0.68412,             0.41234,            0.048924,             0.26124,           0.0070033,           0.0050601,           0.0050601,           0.0050601
                1153,            0.018846,             0.10075,           0.0008925,             0.77507,             0.63796,             0.67792,             0.41143,            0.049178,             0.26028,           0.0073895,            0.005054,            0.005054,            0.005054
                1154,            0.019924,             0.10547,          0.00093368,              0.7681,             0.63247,             0.67399,             0.40603,            0.049318,             0.26241,           0.0078445,           0.0050479,           0.0050479,           0.0050479
                1155,            0.019568,             0.11221,          0.00094022,             0.72297,             0.64932,              0.6767,             0.41318,            0.048703,             0.25981,           0.0080085,           0.0050418,           0.0050418,           0.0050418
                1156,            0.019779,              0.1094,           0.0012436,             0.77043,             0.63343,             0.67898,             0.41214,            0.048788,             0.25724,           0.0078375,           0.0050357,           0.0050357,           0.0050357
                1157,            0.020501,             0.10758,           0.0013378,             0.73788,              0.6458,             0.66894,             0.40945,            0.049136,             0.25701,           0.0078674,           0.0050296,           0.0050296,           0.0050296
                1158,             0.02029,             0.10297,           0.0011171,             0.77253,             0.61251,             0.66961,             0.40971,            0.048933,             0.25528,           0.0079845,           0.0050235,           0.0050235,           0.0050235
                1159,            0.020711,             0.11551,           0.0011429,             0.70995,             0.69883,             0.69926,             0.42247,            0.047741,             0.24493,           0.0077627,           0.0050174,           0.0050174,           0.0050174
                1160,            0.019827,             0.10305,           0.0010157,             0.74131,             0.67155,             0.70029,             0.42299,            0.048074,             0.24406,           0.0076788,           0.0050113,           0.0050113,           0.0050113
                1161,            0.019866,             0.10384,           0.0012843,              0.7381,             0.68318,             0.69408,             0.42367,            0.048759,             0.24482,           0.0076052,           0.0050052,           0.0050052,           0.0050052
                1162,            0.018272,            0.098998,          0.00080977,             0.81067,             0.64172,             0.69633,             0.41922,            0.048925,             0.24675,           0.0077862,           0.0049992,           0.0049992,           0.0049992
                1163,            0.018735,             0.09265,             0.00123,             0.82342,             0.62507,             0.67806,             0.41348,            0.049924,             0.25233,           0.0079266,           0.0049931,           0.0049931,           0.0049931
                1164,            0.019124,               0.101,          0.00097934,             0.79956,             0.61846,             0.66797,             0.40914,            0.050094,             0.25853,           0.0081748,            0.004987,            0.004987,            0.004987
                1165,            0.019794,             0.10343,           0.0010552,             0.78252,             0.61192,             0.66463,             0.41336,            0.049861,             0.26065,           0.0084709,           0.0049809,           0.0049809,           0.0049809
                1166,            0.019947,             0.10559,           0.0012014,             0.81284,              0.6123,             0.67021,             0.41802,            0.049328,             0.25839,           0.0083078,           0.0049748,           0.0049748,           0.0049748
                1167,            0.020325,            0.096101,           0.0012542,             0.80956,             0.62009,             0.66704,             0.41904,            0.049279,             0.25362,            0.008295,           0.0049688,           0.0049688,           0.0049688
                1168,            0.018773,             0.10641,          0.00080821,             0.77203,             0.64097,             0.67341,             0.42168,            0.049002,             0.25157,           0.0079209,           0.0049627,           0.0049627,           0.0049627
                1169,            0.021358,             0.10436,           0.0013141,             0.81031,             0.62411,             0.67073,             0.42178,            0.049588,             0.24742,           0.0078082,           0.0049566,           0.0049566,           0.0049566
                1170,            0.019737,              0.1018,          0.00082279,             0.78432,             0.61077,             0.65362,             0.41138,            0.050742,             0.24506,           0.0081078,           0.0049506,           0.0049506,           0.0049506
                1171,            0.021242,            0.097923,           0.0012897,             0.73821,               0.622,             0.64523,             0.40553,            0.051602,             0.24786,           0.0083774,           0.0049445,           0.0049445,           0.0049445
                1172,            0.019088,             0.11067,          0.00097321,             0.79222,             0.60146,             0.65249,             0.41132,            0.051614,             0.24652,           0.0081707,           0.0049384,           0.0049384,           0.0049384
                1173,            0.018849,            0.096463,          0.00074797,             0.79296,             0.61384,             0.65084,             0.41483,            0.052084,              0.2473,           0.0080116,           0.0049324,           0.0049324,           0.0049324
                1174,            0.018927,             0.09974,          0.00088093,              0.8536,             0.57906,             0.63801,             0.40848,            0.052802,             0.24841,            0.008022,           0.0049263,           0.0049263,           0.0049263
                1175,            0.018687,            0.098447,           0.0011003,             0.86712,             0.57917,             0.63061,             0.40662,            0.054041,             0.25011,           0.0082546,           0.0049203,           0.0049203,           0.0049203
                1176,            0.019414,             0.10166,          0.00093701,             0.85493,             0.57912,             0.61861,             0.40001,            0.054656,             0.25112,           0.0085567,           0.0049142,           0.0049142,           0.0049142
                1177,            0.018665,             0.10837,          0.00099418,             0.78962,             0.60229,             0.62758,             0.40099,            0.053844,             0.25022,           0.0087906,           0.0049082,           0.0049082,           0.0049082
                1178,             0.01919,             0.10768,            0.000981,             0.76551,             0.62348,             0.63482,             0.40594,            0.052777,             0.24803,           0.0088379,           0.0049021,           0.0049021,           0.0049021
                1179,            0.018243,             0.10063,          0.00078913,             0.76514,             0.64553,             0.66003,             0.41716,            0.050844,             0.24567,           0.0089775,           0.0048961,           0.0048961,           0.0048961
                1180,            0.020751,             0.10631,           0.0012899,             0.79621,             0.62973,              0.6734,             0.42041,            0.049816,             0.24151,            0.009245,           0.0048901,           0.0048901,           0.0048901
                1181,            0.019921,            0.098843,           0.0007799,             0.73641,             0.67216,             0.68079,             0.43044,            0.048496,             0.23892,           0.0095179,            0.004884,            0.004884,            0.004884
                1182,              0.0194,            0.097403,          0.00079661,             0.76199,             0.68029,             0.70314,             0.44051,            0.047753,             0.23675,           0.0095278,            0.004878,            0.004878,            0.004878
                1183,              0.0189,            0.086431,          0.00088697,             0.78354,             0.66713,             0.70341,             0.44907,            0.047013,             0.23567,           0.0093977,            0.004872,            0.004872,            0.004872
                1184,            0.018761,             0.10372,          0.00091884,             0.78302,             0.63618,             0.69483,              0.4414,             0.04742,             0.23768,           0.0091802,           0.0048659,           0.0048659,           0.0048659
                1185,            0.019541,             0.11909,          0.00085914,             0.74956,             0.65028,             0.68306,             0.43158,            0.048149,             0.24145,            0.009302,           0.0048599,           0.0048599,           0.0048599
                1186,            0.019831,             0.11064,          0.00073064,             0.72111,             0.66713,             0.67036,             0.43265,            0.049371,             0.24428,           0.0091729,           0.0048539,           0.0048539,           0.0048539
                1187,            0.019829,             0.10612,           0.0010773,             0.75149,               0.659,             0.67503,             0.42954,            0.049623,             0.24391,           0.0091081,           0.0048479,           0.0048479,           0.0048479
                1188,            0.019385,            0.097184,          0.00067756,             0.74457,             0.65494,              0.6785,             0.43522,            0.049593,             0.24519,           0.0090807,           0.0048419,           0.0048419,           0.0048419
                1189,            0.020397,            0.092584,          0.00094983,             0.78079,             0.63124,             0.67215,             0.42567,            0.049975,             0.24836,           0.0091034,           0.0048359,           0.0048359,           0.0048359
                1190,            0.020896,             0.10135,           0.0014087,             0.79348,             0.63052,             0.67723,             0.43415,            0.049437,             0.24986,           0.0089184,           0.0048298,           0.0048298,           0.0048298
                1191,            0.019586,            0.098544,          0.00066754,             0.78976,             0.64742,             0.67616,             0.43774,             0.04926,              0.2432,           0.0088374,           0.0048238,           0.0048238,           0.0048238
                1192,              0.0187,            0.098865,          0.00057741,             0.81924,              0.6348,             0.67367,             0.43695,            0.048938,             0.24336,            0.008871,           0.0048178,           0.0048178,           0.0048178
                1193,            0.019725,            0.096372,          0.00097199,             0.78655,             0.63716,             0.66035,             0.43698,            0.049293,             0.24671,           0.0086198,           0.0048118,           0.0048118,           0.0048118
                1194,            0.019166,             0.10392,          0.00071515,             0.79873,             0.63069,             0.65846,             0.43061,            0.049055,              0.2517,           0.0087519,           0.0048058,           0.0048058,           0.0048058
                1195,            0.018985,            0.096134,          0.00095899,             0.78621,             0.63069,             0.64512,             0.41727,            0.049515,             0.26041,           0.0087152,           0.0047998,           0.0047998,           0.0047998
                1196,            0.019787,             0.10492,          0.00098508,             0.76085,             0.61745,             0.64269,             0.41378,            0.049356,             0.26732,           0.0085491,           0.0047938,           0.0047938,           0.0047938
                1197,            0.018806,            0.095521,           0.0010472,             0.87271,             0.56844,             0.63962,             0.41463,            0.049057,             0.26879,           0.0084523,           0.0047879,           0.0047879,           0.0047879
                1198,            0.019323,             0.10336,            0.001011,             0.77713,             0.61635,             0.64141,             0.41479,            0.049014,             0.26891,           0.0084269,           0.0047819,           0.0047819,           0.0047819
                1199,            0.020272,            0.094267,           0.0010277,             0.84616,             0.58161,             0.64718,             0.42256,            0.049132,             0.26517,           0.0082558,           0.0047759,           0.0047759,           0.0047759
                1200,            0.018444,            0.093765,          0.00090929,             0.87894,             0.56405,             0.64574,             0.42271,            0.049156,             0.26341,           0.0080296,           0.0047699,           0.0047699,           0.0047699
                1201,            0.018791,             0.10901,          0.00080678,             0.78825,             0.61573,             0.64395,             0.42459,            0.049197,             0.25863,            0.008187,           0.0047639,           0.0047639,           0.0047639
                1202,            0.018303,            0.091821,          0.00075418,             0.79752,             0.60438,             0.63657,             0.41436,             0.05015,             0.26006,            0.008347,            0.004758,            0.004758,            0.004758
                1203,            0.018389,               0.089,           0.0011386,             0.76028,             0.59101,             0.62403,             0.40998,             0.05109,             0.25974,           0.0086731,            0.004752,            0.004752,            0.004752
                1204,            0.019309,             0.10563,          0.00099054,             0.73216,             0.60342,             0.62753,             0.40253,            0.050625,             0.25657,           0.0093774,            0.004746,            0.004746,            0.004746
                1205,            0.022446,             0.10564,           0.0012386,             0.77058,             0.60999,             0.63379,             0.40852,            0.050905,             0.25262,           0.0095403,           0.0047401,           0.0047401,           0.0047401
                1206,            0.020114,            0.092664,          0.00081416,             0.76317,             0.61678,             0.63476,             0.40126,            0.051207,             0.25008,           0.0090559,           0.0047341,           0.0047341,           0.0047341
                1207,            0.019771,             0.10435,          0.00086257,             0.83437,             0.59216,             0.64041,             0.40999,            0.051254,             0.24545,           0.0090515,           0.0047281,           0.0047281,           0.0047281
                1208,             0.01923,             0.10777,           0.0010391,             0.78509,             0.60712,             0.63403,             0.40918,            0.051141,             0.24359,           0.0086194,           0.0047222,           0.0047222,           0.0047222
                1209,            0.019777,            0.093231,          0.00070875,              0.7632,             0.61841,             0.64917,             0.41385,            0.050681,             0.24753,           0.0086831,           0.0047162,           0.0047162,           0.0047162
                1210,            0.019042,             0.10067,          0.00090771,             0.76035,             0.64029,             0.66988,             0.43254,            0.049476,             0.24922,            0.008864,           0.0047103,           0.0047103,           0.0047103
                1211,            0.019765,             0.10007,          0.00090048,             0.80061,             0.60726,             0.66369,             0.42375,            0.049941,             0.24727,            0.008977,           0.0047043,           0.0047043,           0.0047043
                1212,            0.018766,            0.095698,          0.00086515,             0.76308,             0.62309,              0.6599,             0.41303,            0.050007,             0.24762,           0.0092162,           0.0046984,           0.0046984,           0.0046984
                1213,              0.0185,            0.091609,           0.0011824,             0.82236,             0.60726,             0.65604,             0.41767,            0.050272,             0.24944,            0.008739,           0.0046924,           0.0046924,           0.0046924
                1214,            0.020654,             0.10226,           0.0011763,             0.81994,             0.61288,             0.66118,             0.42167,            0.050088,             0.24889,            0.008619,           0.0046865,           0.0046865,           0.0046865
                1215,            0.019553,             0.10564,          0.00095316,             0.76789,             0.63535,             0.66879,             0.42353,            0.050104,             0.24344,           0.0084128,           0.0046806,           0.0046806,           0.0046806
                1216,            0.018596,             0.09644,          0.00091748,              0.7665,             0.65878,             0.68728,             0.43509,            0.049417,             0.23745,           0.0086287,           0.0046746,           0.0046746,           0.0046746
                1217,            0.019208,             0.10016,          0.00084358,             0.76112,             0.65124,             0.70625,             0.44163,            0.048125,             0.23453,           0.0088947,           0.0046687,           0.0046687,           0.0046687
                1218,            0.019148,            0.099335,           0.0008681,             0.77074,             0.67467,             0.71792,             0.44189,             0.04741,             0.23266,            0.008669,           0.0046628,           0.0046628,           0.0046628
                1219,            0.018257,             0.10982,          0.00088266,             0.76731,             0.69249,             0.72234,              0.4412,            0.046917,             0.23105,           0.0084201,           0.0046569,           0.0046569,           0.0046569
                1220,            0.018665,            0.094684,           0.0011433,             0.80811,             0.68115,             0.72739,             0.44159,            0.046542,             0.23035,           0.0082007,            0.004651,            0.004651,            0.004651
                1221,              0.0176,            0.094435,          0.00075978,             0.81637,             0.67564,             0.73385,             0.44715,            0.046032,             0.23178,           0.0081287,            0.004645,            0.004645,            0.004645
                1222,            0.017919,              0.1004,          0.00070533,             0.79154,             0.67002,             0.72887,             0.44772,            0.046821,             0.23801,            0.007951,           0.0046391,           0.0046391,           0.0046391
                1223,            0.018366,             0.10009,          0.00062485,             0.79461,             0.65878,             0.72316,             0.44991,            0.047576,             0.24407,           0.0077572,           0.0046332,           0.0046332,           0.0046332
                1224,            0.018257,             0.10424,          0.00094412,             0.81099,             0.65858,             0.71907,              0.4474,            0.046816,             0.24527,           0.0083179,           0.0046273,           0.0046273,           0.0046273
                1225,            0.018381,            0.097829,          0.00070064,             0.78226,             0.65666,             0.71791,             0.45099,            0.046447,             0.24914,           0.0086942,           0.0046214,           0.0046214,           0.0046214
                1226,            0.018706,             0.10525,           0.0010423,             0.74234,             0.68303,             0.71799,             0.44094,            0.046635,             0.25103,           0.0088798,           0.0046155,           0.0046155,           0.0046155
                1227,            0.018342,            0.093848,          0.00091287,             0.72099,              0.6958,             0.71018,             0.43929,            0.046536,             0.25399,           0.0089266,           0.0046096,           0.0046096,           0.0046096
                1228,            0.018574,            0.099121,          0.00079693,             0.75647,             0.67041,             0.69703,             0.44016,            0.046728,             0.25933,           0.0088217,           0.0046037,           0.0046037,           0.0046037
                1229,            0.018097,            0.099605,           0.0010759,             0.76752,             0.65634,             0.69449,             0.43467,            0.046969,             0.26135,           0.0085201,           0.0045979,           0.0045979,           0.0045979
                1230,            0.018758,            0.085316,           0.0012297,             0.78745,             0.65037,             0.71414,             0.44483,            0.046027,             0.25947,           0.0080174,            0.004592,            0.004592,            0.004592
                1231,            0.017764,            0.094417,          0.00085237,             0.75089,             0.68495,             0.71972,             0.45334,            0.045406,             0.25892,            0.007631,           0.0045861,           0.0045861,           0.0045861
                1232,            0.017988,             0.10107,          0.00084367,             0.75089,              0.6681,             0.71289,             0.44557,            0.046055,             0.26224,           0.0074096,           0.0045802,           0.0045802,           0.0045802
                1233,            0.019113,            0.096691,           0.0010363,             0.76394,             0.65782,             0.70637,             0.44769,            0.046207,             0.26197,           0.0072963,           0.0045744,           0.0045744,           0.0045744
                1234,            0.018278,            0.097066,           0.0012298,             0.91288,             0.56971,             0.69327,             0.43779,            0.046995,             0.26158,           0.0071978,           0.0045685,           0.0045685,           0.0045685
                1235,            0.018035,            0.094915,           0.0007384,             0.91456,             0.56971,             0.68469,             0.43139,            0.047968,              0.2621,           0.0071625,           0.0045626,           0.0045626,           0.0045626
                1236,            0.018995,            0.098572,           0.0009376,             0.80278,             0.63069,             0.70195,             0.44146,            0.046736,             0.25389,           0.0070201,           0.0045568,           0.0045568,           0.0045568
                1237,            0.018011,            0.089763,          0.00088533,             0.83419,             0.63631,             0.70702,             0.44094,            0.046336,             0.25034,           0.0068254,           0.0045509,           0.0045509,           0.0045509
                1238,            0.018309,             0.10022,           0.0010652,             0.79571,             0.65316,             0.69974,             0.44396,            0.046094,              0.2451,           0.0066926,            0.004545,            0.004545,            0.004545
                1239,            0.018552,            0.094336,          0.00091069,             0.79283,             0.65313,             0.70287,             0.44808,            0.046249,             0.24026,           0.0066469,           0.0045392,           0.0045392,           0.0045392
                1240,            0.017976,             0.10192,           0.0012102,             0.78934,             0.65559,             0.69853,             0.44269,            0.046856,             0.23835,           0.0065553,           0.0045333,           0.0045333,           0.0045333
                1241,             0.01916,            0.099135,           0.0010234,             0.78769,             0.62919,             0.68323,             0.43678,            0.049109,             0.24098,           0.0069592,           0.0045275,           0.0045275,           0.0045275
                1242,            0.018509,            0.091681,          0.00082761,             0.78898,             0.63245,             0.67502,             0.43639,            0.050745,             0.24426,           0.0073888,           0.0045217,           0.0045217,           0.0045217
                1243,            0.018545,            0.099543,          0.00062504,             0.78665,             0.63608,             0.66372,             0.43326,            0.051967,             0.24598,           0.0075519,           0.0045158,           0.0045158,           0.0045158
                1244,            0.018315,              0.1023,           0.0010158,             0.86372,             0.58385,             0.66325,              0.4295,            0.053124,             0.24045,           0.0079966,             0.00451,             0.00451,             0.00451
                1245,            0.020436,             0.11151,          0.00091665,             0.78516,             0.60723,             0.65335,             0.42166,            0.053977,             0.23789,            0.008109,           0.0045042,           0.0045042,           0.0045042
                1246,            0.020488,            0.098793,           0.0013146,             0.77246,             0.60068,             0.64801,             0.41627,            0.054956,              0.2389,           0.0082448,           0.0044983,           0.0044983,           0.0044983
